Bedroom,LGA,Period,Affordable,Percent
1br,Loddon,2008-09-01 00:00:00,3,1
1br,Loddon,2008-12-01 00:00:00,0,0
1br,Loddon,2009-03-01 00:00:00,0,0
1br,Loddon,2009-06-01 00:00:00,2,1
1br,Loddon,2009-09-01 00:00:00,0,0
1br,Loddon,2009-12-01 00:00:00,2,1
1br,Loddon,2010-03-01 00:00:00,1,1
1br,Loddon,2010-06-01 00:00:00,2,0.667
1br,Loddon,2010-09-01 00:00:00,1,1
1br,Loddon,2010-12-01 00:00:00,0,0
1br,Loddon,2011-03-01 00:00:00,0,0
1br,Loddon,2011-06-01 00:00:00,1,1
1br,Loddon,2011-09-01 00:00:00,0,0
1br,Loddon,2011-12-01 00:00:00,2,1
1br,Loddon,2012-03-01 00:00:00,0,0
1br,Loddon,2012-06-01 00:00:00,1,1
1br,Loddon,2012-09-01 00:00:00,4,1
1br,Loddon,2012-12-01 00:00:00,0,0
1br,Loddon,2013-03-01 00:00:00,1,1
1br,Loddon,2013-06-01 00:00:00,2,1
1br,Loddon,2013-09-01 00:00:00,0,0
1br,Loddon,2014-03-01 00:00:00,2,1
1br,Loddon,2014-06-01 00:00:00,0,0
1br,Loddon,2014-09-01 00:00:00,0,0
1br,Loddon,2014-12-01 00:00:00,0,0
1br,Loddon,2015-03-01 00:00:00,2,1
1br,Loddon,2015-06-01 00:00:00,2,1
1br,Loddon,2015-09-01 00:00:00,0,0
1br,Loddon,2015-12-01 00:00:00,1,1
1br,Loddon,2016-03-01 00:00:00,3,1
1br,Loddon,2016-06-01 00:00:00,3,1
1br,Loddon,2016-09-01 00:00:00,0,0
1br,Loddon,2016-12-01 00:00:00,0,0
1br,Loddon,2017-03-01 00:00:00,0,0
1br,Loddon,2017-09-01 00:00:00,1,1
1br,Loddon,2017-12-01 00:00:00,0,0
1br,Loddon,2018-03-01 00:00:00,3,1
1br,Loddon,2018-06-01 00:00:00,3,0.75
1br,Loddon,2018-09-01 00:00:00,0,0
1br,Loddon,2018-12-01 00:00:00,1,1
1br,Loddon,2019-03-01 00:00:00,1,1
1br,Loddon,2019-06-01 00:00:00,1,1
1br,Loddon,2019-09-01 00:00:00,2,1
1br,Loddon,2019-12-01 00:00:00,0,0
1br,Loddon,2020-03-01 00:00:00,3,1
1br,Loddon,2020-06-01 00:00:00,0,0
1br,Loddon,2020-09-01 00:00:00,0,0
1br,Loddon,2020-12-01 00:00:00,2,1
1br,Loddon,2021-03-01 00:00:00,0,0
1br,Loddon,2021-06-01 00:00:00,1,1
1br,Loddon,2021-09-01 00:00:00,1,1
1br,Loddon,2021-12-01 00:00:00,2,1
1br,Loddon,2022-03-01 00:00:00,1,1
1br,Loddon,2022-06-01 00:00:00,1,1
1br,Loddon,2022-09-01 00:00:00,0,0
1br,Loddon,2022-12-01 00:00:00,2,1
1br,Loddon,2023-03-01 00:00:00,3,1
1br,Loddon,2023-06-01 00:00:00,1,0.5
1br,Loddon,2023-09-01 00:00:00,1,1
1br,Loddon,2023-12-01 00:00:00,1,1
1br,Loddon,2024-03-01 00:00:00,1,1
1br,Loddon,2024-06-01 00:00:00,1,1
1br,Loddon,2024-09-01 00:00:00,3,0.75
1br,Loddon,2024-12-01 00:00:00,1,1
1br,Loddon,2025-03-01 00:00:00,0,0
1br,Macedon Ranges,2000-03-01 00:00:00,7,0.7
1br,Macedon Ranges,2000-06-01 00:00:00,3,0.375
1br,Macedon Ranges,2000-09-01 00:00:00,2,0.5
1br,Macedon Ranges,2000-12-01 00:00:00,4,0.667
1br,Macedon Ranges,2001-03-01 00:00:00,8,0.889
1br,Macedon Ranges,2001-06-01 00:00:00,5,1
1br,Macedon Ranges,2001-09-01 00:00:00,8,0.667
1br,Macedon Ranges,2001-12-01 00:00:00,8,0.667
1br,Macedon Ranges,2002-03-01 00:00:00,5,0.455
1br,Macedon Ranges,2002-06-01 00:00:00,8,0.8
1br,Macedon Ranges,2002-09-01 00:00:00,2,0.222
1br,Macedon Ranges,2002-12-01 00:00:00,1,0.5
1br,Macedon Ranges,2003-03-01 00:00:00,6,0.667
1br,Macedon Ranges,2003-06-01 00:00:00,4,0.667
1br,Macedon Ranges,2003-09-01 00:00:00,7,0.538
1br,Macedon Ranges,2003-12-01 00:00:00,2,0.25
1br,Macedon Ranges,2004-03-01 00:00:00,3,0.333
1br,Macedon Ranges,2004-06-01 00:00:00,2,0.667
1br,Macedon Ranges,2004-09-01 00:00:00,5,0.625
1br,Macedon Ranges,2004-12-01 00:00:00,12,0.857
1br,Macedon Ranges,2005-03-01 00:00:00,5,0.385
1br,Macedon Ranges,2005-06-01 00:00:00,9,0.75
1br,Macedon Ranges,2005-09-01 00:00:00,10,0.556
1br,Macedon Ranges,2005-12-01 00:00:00,5,0.833
1br,Macedon Ranges,2006-03-01 00:00:00,4,0.5
1br,Macedon Ranges,2006-06-01 00:00:00,8,0.727
1br,Macedon Ranges,2006-09-01 00:00:00,2,0.25
1br,Macedon Ranges,2006-12-01 00:00:00,7,0.636
1br,Macedon Ranges,2007-03-01 00:00:00,3,0.6
1br,Macedon Ranges,2007-06-01 00:00:00,2,0.25
1br,Macedon Ranges,2007-09-01 00:00:00,4,0.667
1br,Macedon Ranges,2007-12-01 00:00:00,1,0.143
1br,Macedon Ranges,2008-03-01 00:00:00,2,0.286
1br,Macedon Ranges,2008-06-01 00:00:00,1,0.5
1br,Macedon Ranges,2008-09-01 00:00:00,0,0
1br,Macedon Ranges,2008-12-01 00:00:00,1,0.143
1br,Macedon Ranges,2009-03-01 00:00:00,4,0.4
1br,Macedon Ranges,2009-06-01 00:00:00,3,0.3
1br,Macedon Ranges,2009-09-01 00:00:00,1,0.125
1br,Macedon Ranges,2009-12-01 00:00:00,0,0
1br,Macedon Ranges,2010-03-01 00:00:00,1,0.111
1br,Macedon Ranges,2010-06-01 00:00:00,5,0.556
1br,Macedon Ranges,2010-09-01 00:00:00,1,0.2
1br,Macedon Ranges,2010-12-01 00:00:00,1,0.2
1br,Macedon Ranges,2011-03-01 00:00:00,0,0
1br,Macedon Ranges,2011-06-01 00:00:00,2,0.5
1br,Macedon Ranges,2011-09-01 00:00:00,3,0.273
1br,Macedon Ranges,2011-12-01 00:00:00,0,0
1br,Macedon Ranges,2012-03-01 00:00:00,1,0.143
1br,Macedon Ranges,2012-06-01 00:00:00,0,0
1br,Macedon Ranges,2012-09-01 00:00:00,1,0.125
1br,Macedon Ranges,2012-12-01 00:00:00,0,0
1br,Macedon Ranges,2013-03-01 00:00:00,0,0
1br,Macedon Ranges,2013-06-01 00:00:00,1,0.125
1br,Macedon Ranges,2013-09-01 00:00:00,1,0.2
1br,Macedon Ranges,2014-03-01 00:00:00,0,0
1br,Macedon Ranges,2014-06-01 00:00:00,0,0
1br,Macedon Ranges,2014-09-01 00:00:00,0,0
1br,Macedon Ranges,2014-12-01 00:00:00,0,0
1br,Macedon Ranges,2015-03-01 00:00:00,0,0
1br,Macedon Ranges,2015-06-01 00:00:00,1,0.125
1br,Macedon Ranges,2015-09-01 00:00:00,0,0
1br,Macedon Ranges,2015-12-01 00:00:00,0,0
1br,Macedon Ranges,2016-03-01 00:00:00,0,0
1br,Macedon Ranges,2016-06-01 00:00:00,0,0
1br,Macedon Ranges,2016-09-01 00:00:00,1,0.125
1br,Macedon Ranges,2016-12-01 00:00:00,0,0
1br,Macedon Ranges,2017-03-01 00:00:00,0,0
1br,Macedon Ranges,2017-09-01 00:00:00,0,0
1br,Macedon Ranges,2017-12-01 00:00:00,0,0
1br,Macedon Ranges,2018-03-01 00:00:00,0,0
1br,Macedon Ranges,2018-06-01 00:00:00,0,0
1br,Macedon Ranges,2018-09-01 00:00:00,1,0.143
1br,Macedon Ranges,2018-12-01 00:00:00,0,0
1br,Macedon Ranges,2019-03-01 00:00:00,1,0.167
1br,Macedon Ranges,2019-06-01 00:00:00,1,0.143
1br,Macedon Ranges,2019-09-01 00:00:00,1,0.167
1br,Macedon Ranges,2019-12-01 00:00:00,0,0
1br,Macedon Ranges,2020-03-01 00:00:00,1,0.167
1br,Macedon Ranges,2020-06-01 00:00:00,0,0
1br,Macedon Ranges,2020-09-01 00:00:00,1,0.125
1br,Macedon Ranges,2020-12-01 00:00:00,0,0
1br,Macedon Ranges,2021-03-01 00:00:00,1,0.2
1br,Macedon Ranges,2021-06-01 00:00:00,0,0
1br,Macedon Ranges,2021-09-01 00:00:00,0,0
1br,Macedon Ranges,2021-12-01 00:00:00,0,0
1br,Macedon Ranges,2022-03-01 00:00:00,0,0
1br,Macedon Ranges,2022-06-01 00:00:00,0,0
1br,Macedon Ranges,2022-09-01 00:00:00,0,0
1br,Macedon Ranges,2022-12-01 00:00:00,0,0
1br,Macedon Ranges,2023-03-01 00:00:00,0,0
1br,Macedon Ranges,2023-06-01 00:00:00,0,0
1br,Macedon Ranges,2023-09-01 00:00:00,0,0
1br,Macedon Ranges,2023-12-01 00:00:00,0,0
1br,Macedon Ranges,2024-03-01 00:00:00,0,0
1br,Macedon Ranges,2024-06-01 00:00:00,1,0.25
1br,Macedon Ranges,2024-09-01 00:00:00,1,0.25
1br,Macedon Ranges,2024-12-01 00:00:00,0,0
1br,Macedon Ranges,2025-03-01 00:00:00,0,0
1br,Manningham,2000-03-01 00:00:00,2,0.091
1br,Manningham,2000-06-01 00:00:00,0,0
1br,Manningham,2000-09-01 00:00:00,3,0.176
1br,Manningham,2000-12-01 00:00:00,1,0.067
1br,Manningham,2001-03-01 00:00:00,1,0.1
1br,Manningham,2001-06-01 00:00:00,1,0.042
1br,Manningham,2001-09-01 00:00:00,0,0
1br,Manningham,2001-12-01 00:00:00,2,0.105
1br,Manningham,2002-03-01 00:00:00,2,0.133
1br,Manningham,2002-06-01 00:00:00,0,0
1br,Manningham,2002-09-01 00:00:00,2,0.1
1br,Manningham,2002-12-01 00:00:00,1,0.056
1br,Manningham,2003-03-01 00:00:00,1,0.056
1br,Manningham,2003-06-01 00:00:00,0,0
1br,Manningham,2003-09-01 00:00:00,1,0.071
1br,Manningham,2003-12-01 00:00:00,1,0.056
1br,Manningham,2004-03-01 00:00:00,0,0
1br,Manningham,2004-06-01 00:00:00,2,0.095
1br,Manningham,2004-09-01 00:00:00,2,0.133
1br,Manningham,2004-12-01 00:00:00,1,0.071
1br,Manningham,2005-03-01 00:00:00,2,0.087
1br,Manningham,2005-06-01 00:00:00,1,0.059
1br,Manningham,2005-09-01 00:00:00,0,0
1br,Manningham,2005-12-01 00:00:00,0,0
1br,Manningham,2006-03-01 00:00:00,0,0
1br,Manningham,2006-06-01 00:00:00,0,0
1br,Manningham,2006-09-01 00:00:00,0,0
1br,Manningham,2006-12-01 00:00:00,0,0
1br,Manningham,2007-03-01 00:00:00,0,0
1br,Manningham,2007-06-01 00:00:00,1,0.037
1br,Manningham,2007-09-01 00:00:00,1,0.056
1br,Manningham,2007-12-01 00:00:00,0,0
1br,Manningham,2008-03-01 00:00:00,1,0.071
1br,Manningham,2008-06-01 00:00:00,0,0
1br,Manningham,2008-09-01 00:00:00,1,0.056
1br,Manningham,2008-12-01 00:00:00,0,0
1br,Manningham,2009-03-01 00:00:00,0,0
1br,Manningham,2009-06-01 00:00:00,0,0
1br,Manningham,2009-09-01 00:00:00,0,0
1br,Manningham,2009-12-01 00:00:00,0,0
1br,Manningham,2010-03-01 00:00:00,0,0
1br,Manningham,2010-06-01 00:00:00,0,0
1br,Manningham,2010-09-01 00:00:00,0,0
1br,Manningham,2010-12-01 00:00:00,0,0
1br,Manningham,2011-03-01 00:00:00,0,0
1br,Manningham,2011-06-01 00:00:00,0,0
1br,Manningham,2011-09-01 00:00:00,0,0
1br,Manningham,2011-12-01 00:00:00,1,0.037
1br,Manningham,2012-03-01 00:00:00,0,0
1br,Manningham,2012-06-01 00:00:00,0,0
1br,Manningham,2012-09-01 00:00:00,1,0.021
1br,Manningham,2012-12-01 00:00:00,0,0
1br,Manningham,2013-03-01 00:00:00,0,0
1br,Manningham,2013-06-01 00:00:00,0,0
1br,Manningham,2013-09-01 00:00:00,0,0
1br,Manningham,2014-03-01 00:00:00,0,0
1br,Manningham,2014-06-01 00:00:00,0,0
1br,Manningham,2014-09-01 00:00:00,0,0
1br,Manningham,2014-12-01 00:00:00,0,0
1br,Manningham,2015-03-01 00:00:00,0,0
1br,Manningham,2015-06-01 00:00:00,0,0
1br,Manningham,2015-09-01 00:00:00,0,0
1br,Manningham,2015-12-01 00:00:00,0,0
1br,Manningham,2016-03-01 00:00:00,0,0
1br,Manningham,2016-06-01 00:00:00,0,0
1br,Manningham,2016-09-01 00:00:00,0,0
1br,Manningham,2016-12-01 00:00:00,0,0
1br,Manningham,2017-03-01 00:00:00,0,0
1br,Manningham,2017-09-01 00:00:00,0,0
1br,Manningham,2017-12-01 00:00:00,0,0
1br,Manningham,2018-03-01 00:00:00,0,0
1br,Manningham,2018-06-01 00:00:00,0,0
1br,Manningham,2018-09-01 00:00:00,0,0
1br,Manningham,2018-12-01 00:00:00,0,0
1br,Manningham,2019-03-01 00:00:00,0,0
1br,Manningham,2019-06-01 00:00:00,0,0
1br,Manningham,2019-09-01 00:00:00,1,0.014
1br,Manningham,2019-12-01 00:00:00,0,0
1br,Manningham,2020-03-01 00:00:00,0,0
1br,Manningham,2020-06-01 00:00:00,0,0
1br,Manningham,2020-09-01 00:00:00,0,0
1br,Manningham,2020-12-01 00:00:00,0,0
1br,Manningham,2021-03-01 00:00:00,3,0.052
1br,Manningham,2021-06-01 00:00:00,1,0.019
1br,Manningham,2021-09-01 00:00:00,1,0.015
1br,Manningham,2021-12-01 00:00:00,1,0.02
1br,Manningham,2022-03-01 00:00:00,1,0.018
1br,Manningham,2022-06-01 00:00:00,0,0
1br,Manningham,2022-09-01 00:00:00,1,0.018
1br,Manningham,2022-12-01 00:00:00,0,0
1br,Manningham,2023-03-01 00:00:00,1,0.019
1br,Manningham,2023-06-01 00:00:00,0,0
1br,Manningham,2023-09-01 00:00:00,0,0
1br,Manningham,2023-12-01 00:00:00,0,0
1br,Manningham,2024-03-01 00:00:00,1,0.023
1br,Manningham,2024-06-01 00:00:00,0,0
1br,Manningham,2024-09-01 00:00:00,0,0
1br,Manningham,2024-12-01 00:00:00,0,0
1br,Manningham,2025-03-01 00:00:00,0,0
1br,Mansfield,2000-03-01 00:00:00,3,1
1br,Mansfield,2000-06-01 00:00:00,3,0.75
1br,Mansfield,2000-09-01 00:00:00,0,0
1br,Mansfield,2000-12-01 00:00:00,1,1
1br,Mansfield,2001-03-01 00:00:00,1,1
1br,Mansfield,2001-06-01 00:00:00,0,0
1br,Mansfield,2001-09-01 00:00:00,1,1
1br,Mansfield,2001-12-01 00:00:00,0,0
1br,Mansfield,2002-03-01 00:00:00,0,0
1br,Mansfield,2002-06-01 00:00:00,0,0
1br,Mansfield,2002-09-01 00:00:00,0,0
1br,Mansfield,2002-12-01 00:00:00,1,0.5
1br,Mansfield,2003-03-01 00:00:00,2,1
1br,Mansfield,2003-06-01 00:00:00,1,0.333
1br,Mansfield,2003-09-01 00:00:00,0,0
1br,Mansfield,2003-12-01 00:00:00,0,0
1br,Mansfield,2004-03-01 00:00:00,0,0
1br,Mansfield,2004-06-01 00:00:00,1,0.333
1br,Mansfield,2004-09-01 00:00:00,2,0.4
1br,Mansfield,2004-12-01 00:00:00,2,0.667
1br,Mansfield,2005-03-01 00:00:00,0,0
1br,Mansfield,2005-06-01 00:00:00,0,0
1br,Mansfield,2005-09-01 00:00:00,2,0.5
1br,Mansfield,2005-12-01 00:00:00,0,0
1br,Mansfield,2006-03-01 00:00:00,1,0.5
1br,Mansfield,2006-06-01 00:00:00,0,0
1br,Mansfield,2006-09-01 00:00:00,1,0.25
1br,Mansfield,2006-12-01 00:00:00,0,0
1br,Mansfield,2007-03-01 00:00:00,0,0
1br,Mansfield,2007-06-01 00:00:00,0,0
1br,Mansfield,2007-09-01 00:00:00,0,0
1br,Mansfield,2007-12-01 00:00:00,1,1
1br,Mansfield,2008-03-01 00:00:00,0,0
1br,Mansfield,2008-06-01 00:00:00,0,0
1br,Mansfield,2008-09-01 00:00:00,1,0.5
1br,Mansfield,2008-12-01 00:00:00,0,0
1br,Mansfield,2009-03-01 00:00:00,0,0
1br,Mansfield,2009-06-01 00:00:00,1,0.5
1br,Mansfield,2009-09-01 00:00:00,0,0
1br,Mansfield,2009-12-01 00:00:00,0,0
1br,Mansfield,2010-03-01 00:00:00,0,0
1br,Mansfield,2010-06-01 00:00:00,1,0.5
1br,Mansfield,2010-09-01 00:00:00,0,0
1br,Mansfield,2010-12-01 00:00:00,0,0
1br,Mansfield,2011-03-01 00:00:00,0,0
1br,Mansfield,2011-06-01 00:00:00,0,0
1br,Mansfield,2011-09-01 00:00:00,0,0
1br,Mansfield,2011-12-01 00:00:00,0,0
1br,Mansfield,2012-03-01 00:00:00,0,0
1br,Mansfield,2012-06-01 00:00:00,0,0
1br,Mansfield,2012-09-01 00:00:00,0,0
1br,Mansfield,2012-12-01 00:00:00,0,0
1br,Mansfield,2013-03-01 00:00:00,0,0
1br,Mansfield,2013-06-01 00:00:00,0,0
1br,Mansfield,2013-09-01 00:00:00,0,0
1br,Mansfield,2014-03-01 00:00:00,0,0
1br,Mansfield,2014-06-01 00:00:00,0,0
1br,Mansfield,2014-09-01 00:00:00,0,0
1br,Mansfield,2014-12-01 00:00:00,0,0
1br,Mansfield,2015-03-01 00:00:00,0,0
1br,Mansfield,2015-06-01 00:00:00,0,0
1br,Mansfield,2015-09-01 00:00:00,0,0
1br,Mansfield,2015-12-01 00:00:00,0,0
1br,Mansfield,2016-03-01 00:00:00,0,0
1br,Mansfield,2016-06-01 00:00:00,0,0
1br,Mansfield,2016-09-01 00:00:00,0,0
1br,Mansfield,2016-12-01 00:00:00,0,0
1br,Mansfield,2017-03-01 00:00:00,0,0
1br,Mansfield,2017-09-01 00:00:00,0,0
1br,Mansfield,2017-12-01 00:00:00,0,0
1br,Mansfield,2018-03-01 00:00:00,0,0
1br,Mansfield,2018-06-01 00:00:00,0,0
1br,Mansfield,2018-09-01 00:00:00,1,0.333
1br,Mansfield,2018-12-01 00:00:00,0,0
1br,Mansfield,2019-03-01 00:00:00,0,0
1br,Mansfield,2019-06-01 00:00:00,0,0
1br,Mansfield,2019-09-01 00:00:00,0,0
1br,Mansfield,2019-12-01 00:00:00,0,0
1br,Mansfield,2020-03-01 00:00:00,0,0
1br,Mansfield,2020-06-01 00:00:00,0,0
1br,Mansfield,2020-09-01 00:00:00,0,0
1br,Mansfield,2020-12-01 00:00:00,0,0
1br,Mansfield,2021-03-01 00:00:00,0,0
1br,Mansfield,2021-06-01 00:00:00,0,0
1br,Mansfield,2021-09-01 00:00:00,0,0
1br,Mansfield,2021-12-01 00:00:00,0,0
1br,Mansfield,2022-03-01 00:00:00,0,0
1br,Mansfield,2022-06-01 00:00:00,0,0
1br,Mansfield,2022-09-01 00:00:00,0,0
1br,Mansfield,2022-12-01 00:00:00,0,0
1br,Mansfield,2023-03-01 00:00:00,0,0
1br,Mansfield,2023-06-01 00:00:00,0,0
1br,Mansfield,2023-09-01 00:00:00,0,0
1br,Mansfield,2023-12-01 00:00:00,0,0
1br,Mansfield,2024-03-01 00:00:00,0,0
1br,Mansfield,2024-06-01 00:00:00,1,0.25
1br,Mansfield,2024-09-01 00:00:00,0,0
1br,Mansfield,2024-12-01 00:00:00,0,0
1br,Mansfield,2025-03-01 00:00:00,0,0
1br,Maribyrnong,2000-03-01 00:00:00,42,0.302
1br,Maribyrnong,2000-06-01 00:00:00,37,0.311
1br,Maribyrnong,2000-09-01 00:00:00,66,0.589
1br,Maribyrnong,2000-12-01 00:00:00,81,0.757
1br,Maribyrnong,2001-03-01 00:00:00,100,0.685
1br,Maribyrnong,2001-06-01 00:00:00,76,0.724
1br,Maribyrnong,2001-09-01 00:00:00,44,0.473
1br,Maribyrnong,2001-12-01 00:00:00,38,0.328
1br,Maribyrnong,2002-03-01 00:00:00,38,0.304
1br,Maribyrnong,2002-06-01 00:00:00,42,0.424
1br,Maribyrnong,2002-09-01 00:00:00,35,0.302
1br,Maribyrnong,2002-12-01 00:00:00,39,0.375
1br,Maribyrnong,2003-03-01 00:00:00,32,0.26
1br,Maribyrnong,2003-06-01 00:00:00,20,0.18
1br,Maribyrnong,2003-09-01 00:00:00,35,0.271
1br,Maribyrnong,2003-12-01 00:00:00,18,0.157
1br,Maribyrnong,2004-03-01 00:00:00,24,0.178
1br,Maribyrnong,2004-06-01 00:00:00,24,0.245
1br,Maribyrnong,2004-09-01 00:00:00,33,0.248
1br,Maribyrnong,2004-12-01 00:00:00,24,0.2
1br,Maribyrnong,2005-03-01 00:00:00,13,0.11
1br,Maribyrnong,2005-06-01 00:00:00,28,0.255
1br,Maribyrnong,2005-09-01 00:00:00,19,0.16
1br,Maribyrnong,2005-12-01 00:00:00,20,0.217
1br,Maribyrnong,2006-03-01 00:00:00,21,0.168
1br,Maribyrnong,2006-06-01 00:00:00,9,0.087
1br,Maribyrnong,2006-09-01 00:00:00,11,0.101
1br,Maribyrnong,2006-12-01 00:00:00,12,0.124
1br,Maribyrnong,2007-03-01 00:00:00,7,0.058
1br,Maribyrnong,2007-06-01 00:00:00,4,0.034
1br,Maribyrnong,2007-09-01 00:00:00,8,0.057
1br,Maribyrnong,2007-12-01 00:00:00,5,0.042
1br,Maribyrnong,2008-03-01 00:00:00,7,0.043
1br,Maribyrnong,2008-06-01 00:00:00,6,0.05
1br,Maribyrnong,2008-09-01 00:00:00,9,0.061
1br,Maribyrnong,2008-12-01 00:00:00,4,0.033
1br,Maribyrnong,2009-03-01 00:00:00,1,0.007
1br,Maribyrnong,2009-06-01 00:00:00,10,0.072
1br,Maribyrnong,2009-09-01 00:00:00,20,0.12
1br,Maribyrnong,2009-12-01 00:00:00,2,0.017
1br,Maribyrnong,2010-03-01 00:00:00,7,0.038
1br,Maribyrnong,2010-06-01 00:00:00,11,0.084
1br,Maribyrnong,2010-09-01 00:00:00,6,0.041
1br,Maribyrnong,2010-12-01 00:00:00,1,0.007
1br,Maribyrnong,2011-03-01 00:00:00,13,0.065
1br,Maribyrnong,2011-06-01 00:00:00,11,0.071
1br,Maribyrnong,2011-09-01 00:00:00,8,0.051
1br,Maribyrnong,2011-12-01 00:00:00,2,0.013
1br,Maribyrnong,2012-03-01 00:00:00,1,0.005
1br,Maribyrnong,2012-06-01 00:00:00,1,0.007
1br,Maribyrnong,2012-09-01 00:00:00,1,0.006
1br,Maribyrnong,2012-12-01 00:00:00,3,0.018
1br,Maribyrnong,2013-03-01 00:00:00,3,0.015
1br,Maribyrnong,2013-06-01 00:00:00,7,0.031
1br,Maribyrnong,2013-09-01 00:00:00,12,0.053
1br,Maribyrnong,2014-03-01 00:00:00,9,0.042
1br,Maribyrnong,2014-06-01 00:00:00,1,0.005
1br,Maribyrnong,2014-09-01 00:00:00,3,0.012
1br,Maribyrnong,2014-12-01 00:00:00,3,0.011
1br,Maribyrnong,2015-03-01 00:00:00,2,0.008
1br,Maribyrnong,2015-06-01 00:00:00,0,0
1br,Maribyrnong,2015-09-01 00:00:00,0,0
1br,Maribyrnong,2015-12-01 00:00:00,0,0
1br,Maribyrnong,2016-03-01 00:00:00,2,0.009
1br,Maribyrnong,2016-06-01 00:00:00,5,0.026
1br,Maribyrnong,2016-09-01 00:00:00,5,0.021
1br,Maribyrnong,2016-12-01 00:00:00,2,0.009
1br,Maribyrnong,2017-03-01 00:00:00,0,0
1br,Maribyrnong,2017-09-01 00:00:00,2,0.009
1br,Maribyrnong,2017-12-01 00:00:00,1,0.006
1br,Maribyrnong,2018-03-01 00:00:00,1,0.004
1br,Maribyrnong,2018-06-01 00:00:00,2,0.01
1br,Maribyrnong,2018-09-01 00:00:00,3,0.012
1br,Maribyrnong,2018-12-01 00:00:00,1,0.005
1br,Maribyrnong,2019-03-01 00:00:00,0,0
1br,Maribyrnong,2019-06-01 00:00:00,4,0.019
1br,Maribyrnong,2019-09-01 00:00:00,2,0.009
1br,Maribyrnong,2019-12-01 00:00:00,4,0.011
1br,Maribyrnong,2020-03-01 00:00:00,0,0
1br,Maribyrnong,2020-06-01 00:00:00,19,0.088
1br,Maribyrnong,2020-09-01 00:00:00,6,0.028
1br,Maribyrnong,2020-12-01 00:00:00,13,0.044
1br,Maribyrnong,2021-03-01 00:00:00,10,0.035
1br,Maribyrnong,2021-06-01 00:00:00,19,0.051
1br,Maribyrnong,2021-09-01 00:00:00,24,0.077
1br,Maribyrnong,2021-12-01 00:00:00,11,0.03
1br,Maribyrnong,2022-03-01 00:00:00,11,0.035
1br,Maribyrnong,2022-06-01 00:00:00,11,0.031
1br,Maribyrnong,2022-09-01 00:00:00,8,0.024
1br,Maribyrnong,2022-12-01 00:00:00,22,0.068
1br,Maribyrnong,2023-03-01 00:00:00,21,0.064
1br,Maribyrnong,2023-06-01 00:00:00,10,0.033
1br,Maribyrnong,2023-09-01 00:00:00,7,0.027
1br,Maribyrnong,2023-12-01 00:00:00,11,0.041
1br,Maribyrnong,2024-03-01 00:00:00,8,0.029
1br,Maribyrnong,2024-06-01 00:00:00,4,0.016
1br,Maribyrnong,2024-09-01 00:00:00,5,0.02
1br,Maribyrnong,2024-12-01 00:00:00,7,0.031
1br,Maribyrnong,2025-03-01 00:00:00,4,0.017
1br,Maroondah,2000-03-01 00:00:00,2,0.074
1br,Maroondah,2000-06-01 00:00:00,2,0.054
1br,Maroondah,2000-09-01 00:00:00,3,0.15
1br,Maroondah,2000-12-01 00:00:00,1,0.067
1br,Maroondah,2001-03-01 00:00:00,6,0.273
1br,Maroondah,2001-06-01 00:00:00,8,0.242
1br,Maroondah,2001-09-01 00:00:00,5,0.192
1br,Maroondah,2001-12-01 00:00:00,3,0.125
1br,Maroondah,2002-03-01 00:00:00,6,0.207
1br,Maroondah,2002-06-01 00:00:00,4,0.174
1br,Maroondah,2002-09-01 00:00:00,2,0.083
1br,Maroondah,2002-12-01 00:00:00,7,0.368
1br,Maroondah,2003-03-01 00:00:00,8,0.286
1br,Maroondah,2003-06-01 00:00:00,7,0.269
1br,Maroondah,2003-09-01 00:00:00,5,0.172
1br,Maroondah,2003-12-01 00:00:00,7,0.269
1br,Maroondah,2004-03-01 00:00:00,7,0.333
1br,Maroondah,2004-06-01 00:00:00,2,0.105
1br,Maroondah,2004-09-01 00:00:00,6,0.261
1br,Maroondah,2004-12-01 00:00:00,5,0.217
1br,Maroondah,2005-03-01 00:00:00,5,0.278
1br,Maroondah,2005-06-01 00:00:00,3,0.167
1br,Maroondah,2005-09-01 00:00:00,4,0.154
1br,Maroondah,2005-12-01 00:00:00,3,0.136
1br,Maroondah,2006-03-01 00:00:00,6,0.25
1br,Maroondah,2006-06-01 00:00:00,3,0.176
1br,Maroondah,2006-09-01 00:00:00,2,0.105
1br,Maroondah,2006-12-01 00:00:00,4,0.174
1br,Maroondah,2007-03-01 00:00:00,1,0.04
1br,Maroondah,2007-06-01 00:00:00,2,0.063
1br,Maroondah,2007-09-01 00:00:00,2,0.125
1br,Maroondah,2007-12-01 00:00:00,2,0.143
1br,Maroondah,2008-03-01 00:00:00,3,0.231
1br,Maroondah,2008-06-01 00:00:00,2,0.083
1br,Maroondah,2008-09-01 00:00:00,3,0.125
1br,Maroondah,2008-12-01 00:00:00,0,0
1br,Maroondah,2009-03-01 00:00:00,2,0.083
1br,Maroondah,2009-06-01 00:00:00,1,0.034
1br,Maroondah,2009-09-01 00:00:00,2,0.091
1br,Maroondah,2009-12-01 00:00:00,0,0
1br,Maroondah,2010-03-01 00:00:00,2,0.143
1br,Maroondah,2010-06-01 00:00:00,3,0.1
1br,Maroondah,2010-09-01 00:00:00,3,0.15
1br,Maroondah,2010-12-01 00:00:00,2,0.105
1br,Maroondah,2011-03-01 00:00:00,1,0.024
